,Date,LocationNo,SalesFloorSize,total_Income,total_IncomePerSqFt,total_PurchasesCash,total_PurchasesOther,total_CostOfGoodsSold,total_GrossProfit,total_GrossProfitPerSqFt,total_NetIncomeLoss
1912,2010-08-01,00047,9874,234131.0,23.711869,40019.0,15122.0,76471.0,157660.0,15.967186,20876.0
1913,2010-08-01,00048,4043,162866.0,40.283452,38161.0,12312.0,54915.0,107951.0,26.700717,2117.0
1914,2010-08-01,00049,5182,142963.0,27.588382,28229.0,17682.0,49635.0,93328.0,18.010034,4525.0
1915,2010-08-01,00050,6806,146358.0,21.50426,30559.0,7600.0,51621.0,94737.0,13.919629,9111.0
1916,2010-08-01,00051,7571,197551.0,26.093118,52659.0,14505.0,67235.0,130316.0,17.212521,11440.0
1917,2010-08-01,00052,8161,204304.0,25.034186,38982.0,12377.0,66943.0,137361.0,16.831393,22415.0
1918,2010-08-01,00053,4879,175361.0,35.941996,42654.0,11470.0,60538.0,114823.0,23.534125,17708.0
1919,2010-08-01,00054,5349,138678.0,25.925967,28427.0,13179.0,45360.0,93318.0,17.445877,1824.0
1920,2010-08-01,00055,6869,131194.0,19.099432,26214.0,11349.0,43931.0,87263.0,12.703887,-9368.0
1921,2010-08-01,00056,12780,202610.0,15.853677,41597.0,15511.0,67226.0,135384.0,10.593427,6304.0
1922,2010-08-01,00057,7081,158477.0,22.380595,21672.0,8762.0,41272.0,117205.0,16.55204,22559.0
1923,2010-08-01,00058,7588,219079.0,28.871771,37715.0,15188.0,67625.0,151454.0,19.959673,23725.0
1924,2010-08-01,00059,7960,181100.0,22.751256,33141.0,16863.0,54056.0,127044.0,15.960301,29033.0
1925,2010-08-01,00061,7715,141186.0,18.300194,23206.0,10116.0,52200.0,88986.0,11.534154,4027.0
1926,2010-08-01,00062,5327,127544.0,23.942932,22136.0,9509.0,52349.0,75195.0,14.115825,-825.0
1927,2010-08-01,00064,7194,167564.0,23.292187,26261.0,16126.0,54115.0,113449.0,15.769947,2900.0
1928,2010-08-01,00065,8782,225146.0,25.637212,33700.0,22586.0,70392.0,154754.0,17.621726,31126.0
1929,2010-08-01,00066,5776,137247.0,23.761599,24170.0,9665.0,55082.0,82165.0,14.225242,287.0
1930,2010-08-01,00067,6729,162725.0,24.182642,31768.0,12294.0,53940.0,108785.0,16.166592,8456.0
1931,2010-08-01,00068,7025,164199.0,23.373523,33596.0,11469.0,50902.0,113297.0,16.127686,9317.0
1932,2010-08-01,00069,8469,150760.0,17.801393,26732.0,12926.0,42533.0,108227.0,12.779194,4444.0
1933,2010-08-01,00070,7894,179400.0,22.726121,35864.0,14619.0,54965.0,124435.0,15.763237,26120.0
1934,2010-08-01,00071,5415,158353.0,29.243397,32336.0,14225.0,49111.0,109242.0,20.173961,6692.0
1935,2010-08-01,00072,5460,104344.0,19.110622,16227.0,9300.0,30440.0,73904.0,13.535531,-4931.0
1936,2010-08-01,00073,6443,148299.0,23.017072,31239.0,14159.0,52315.0,95984.0,14.897408,14364.0
1937,2010-08-01,00074,11081,180429.0,16.282736,32757.0,14726.0,56015.0,124414.0,11.227687,18237.0
1938,2010-08-01,00075,6268,141002.0,22.495532,18564.0,7639.0,36322.0,104680.0,16.700701,23785.0
1939,2010-08-01,00076,9200,139831.0,15.199021,21131.0,12876.0,44588.0,95243.0,10.3525,17494.0
1940,2010-08-01,00077,6925,131735.0,19.023104,26651.0,8561.0,48142.0,83593.0,12.071191,9850.0
1941,2010-08-01,00078,6103,100410.0,16.452564,20215.0,11196.0,37872.0,62538.0,10.247091,-1957.0
1942,2010-08-01,00080,6501,134863.0,20.744962,30109.0,9209.0,48165.0,86698.0,13.336102,-3689.0
1943,2010-08-01,00081,8268,232588.0,28.131107,33048.0,14665.0,63535.0,169053.0,20.446661,46681.0
1944,2010-08-01,00082,6178,164379.0,26.607154,37288.0,15671.0,64770.0,99609.0,16.123179,1543.0
1945,2010-08-01,00083,8687,171031.0,19.688154,35920.0,17049.0,59390.0,111641.0,12.851502,12837.0
1946,2010-08-01,00084,10789,158008.0,14.645286,30789.0,15228.0,47918.0,110090.0,10.203911,20201.0
1947,2010-08-01,00085,8390,215880.0,25.730631,36774.0,23625.0,73096.0,142784.0,17.018355,25254.0
1948,2010-08-01,00086,7470,180415.0,24.151941,36860.0,15963.0,61620.0,118795.0,15.902945,26842.0
1949,2010-08-01,00087,8161,185374.0,22.714618,52483.0,13455.0,66431.0,118943.0,14.574561,12761.0
1950,2010-08-01,00088,7940,239874.0,30.210831,44907.0,13091.0,76208.0,163666.0,20.612846,34875.0
1951,2010-08-01,00090,9901,152532.0,15.405716,43717.0,13028.0,57903.0,94629.0,9.557519,21.0
1952,2010-08-01,00091,6072,153599.0,25.296277,37804.0,12054.0,59968.0,93631.0,15.420125,10186.0
1953,2010-08-01,00094,5551,152759.0,27.519185,36936.0,12374.0,55228.0,97531.0,17.569987,8109.0
1954,2010-08-01,00095,7360,134167.0,18.229211,21136.0,11936.0,44450.0,89717.0,12.189809,1092.0
1955,2010-08-01,00096,6222,151270.0,24.312118,34731.0,12477.0,54150.0,97120.0,15.609128,4609.0
1956,2010-08-01,00097,8127,164306.0,20.2173,37829.0,10717.0,64087.0,100219.0,12.33161,3168.0
1957,2010-08-01,00098,7381,135427.0,18.348055,25461.0,12269.0,44360.0,91067.0,12.33803,3801.0
1958,2010-08-01,00099,8003,183390.0,22.915156,43640.0,17474.0,63740.0,119650.0,14.950643,21771.0
1959,2010-08-01,00100,6861,139549.0,20.339454,35727.0,11428.0,59042.0,80507.0,11.734003,-9135.0
1960,2010-08-01,00102,6140,133594.0,21.75798,27873.0,10840.0,51710.0,81884.0,13.336156,-5188.0
1961,2010-08-01,00103,6175,113238.0,18.338137,31053.0,6662.0,46069.0,67169.0,10.87757,-10117.0
1962,2010-08-01,00104,8161,130883.0,16.037617,19629.0,8751.0,37160.0,93723.0,11.484254,11475.0
1963,2010-08-01,00105,8118,136665.0,16.834811,20276.0,13716.0,39621.0,97044.0,11.954175,1119.0
1964,2010-08-01,00106,6390,76100.0,11.909233,14258.0,7819.0,28033.0,48067.0,7.522222,-30275.0
1965,2010-08-01,00107,9401,151823.0,16.149664,29605.0,16491.0,57626.0,94197.0,10.019891,-1379.0
1966,2010-08-01,00108,6834,118411.0,17.326748,35135.0,10635.0,44566.0,73845.0,10.805531,-8762.0
1967,2010-08-01,00109,7929,136292.0,17.189052,23229.0,12247.0,41326.0,94966.0,11.977046,-5028.0
1968,2010-08-01,00110,8749,112128.0,12.816093,18483.0,23505.0,41688.0,70440.0,8.051205,-35709.0
1969,2010-08-01,00111,6806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970,2010-08-01,00112,9189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971,2010-08-01,00113,6944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1972,2010-08-01,00114,8226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1973,2010-09-01,00001,40396,682646.0,16.898851,94818.0,111764.0,202297.0,480349.0,11.891004,47626.0
1974,2010-09-01,00002,8161,127866.0,15.667932,21040.0,25604.0,42717.0,85149.0,10.433647,1829.0
1975,2010-09-01,00003,8183,188414.0,23.025051,32164.0,32122.0,61162.0,127252.0,15.550775,18365.0
1976,2010-09-01,00004,6688,132150.0,19.75927,18294.0,33902.0,43848.0,88302.0,13.20305,8072.0
1977,2010-09-01,00005,16239,351821.0,21.665188,43261.0,58457.0,90382.0,261439.0,16.099451,57761.0
1978,2010-09-01,00006,6589,126971.0,19.270147,21998.0,31289.0,47349.0,79622.0,12.084079,-2862.0
1979,2010-09-01,00007,7563,156494.0,20.692053,20506.0,36308.0,46439.0,110055.0,14.551765,23396.0
1980,2010-09-01,00008,8077,174288.0,21.578308,27858.0,28250.0,52195.0,122093.0,15.116132,18644.0
1981,2010-09-01,00009,7218,178405.0,24.71668,27833.0,38979.0,55470.0,122935.0,17.031726,6866.0
1982,2010-09-01,00010,4948,101052.0,20.422797,11084.0,29705.0,34431.0,66621.0,13.464227,2568.0
1983,2010-09-01,00011,6652,204654.0,30.765784,28291.0,41026.0,69468.0,135186.0,20.322609,10409.0
1984,2010-09-01,00012,7806,160717.0,20.588905,27060.0,29066.0,52814.0,107903.0,13.823084,9873.0
1985,2010-09-01,00013,6659,221328.0,33.237423,50481.0,37978.0,82258.0,139070.0,20.884517,15673.0
1986,2010-09-01,00014,5936,107801.0,18.160545,21907.0,22285.0,40552.0,67249.0,11.329009,-6093.0
1987,2010-09-01,00015,9276,220462.0,23.766925,27940.0,48006.0,65291.0,155171.0,16.728223,20729.0
1988,2010-09-01,00016,7025,95420.0,13.582918,17165.0,30036.0,39022.0,56398.0,8.028185,-15518.0
1989,2010-09-01,00017,8176,276574.0,33.827544,35804.0,52390.0,77011.0,199563.0,24.40839,52396.0
1990,2010-09-01,00018,7977,184355.0,23.110818,27130.0,30200.0,53867.0,130488.0,16.358029,9891.0
1991,2010-09-01,00019,5677,150871.0,26.575832,26862.0,25398.0,49819.0,101052.0,17.800246,16271.0
1992,2010-09-01,00020,8966,201108.0,22.430069,26094.0,47097.0,69625.0,131483.0,14.664621,-1682.0
1993,2010-09-01,00021,8329,137811.0,16.545923,20370.0,32530.0,46248.0,91563.0,10.993276,6271.0
1994,2010-09-01,00022,6026,211409.0,35.082807,37180.0,48420.0,65419.0,145990.0,24.226684,13666.0
1995,2010-09-01,00023,3919,175859.0,44.873437,31642.0,35638.0,66417.0,109442.0,27.926001,7544.0
1996,2010-09-01,00024,6673,188787.0,28.291173,35065.0,44528.0,68697.0,120090.0,17.996403,12427.0
1997,2010-09-01,00025,6742,177419.0,26.315485,22439.0,38043.0,53862.0,123557.0,18.32646,27482.0
1998,2010-09-01,00026,5248,236869.0,45.135099,47590.0,50822.0,88435.0,148434.0,28.283917,21385.0
1999,2010-09-01,00029,6351,200876.0,31.629034,26639.0,41152.0,60080.0,140796.0,22.169107,32288.0
2000,2010-09-01,00030,7046,194858.0,27.655123,33779.0,38765.0,67752.0,127106.0,18.039455,16352.0
2001,2010-09-01,00031,7971,253659.0,31.822732,37459.0,54577.0,80955.0,172704.0,21.666541,43920.0
2002,2010-09-01,00032,6372,119660.0,18.779033,31443.0,30888.0,47431.0,72229.0,11.335373,-18091.0
2003,2010-09-01,00033,8448,183993.0,21.779474,29349.0,31582.0,59238.0,124755.0,14.7674,11184.0
2004,2010-09-01,00034,6875,251797.0,36.625018,44390.0,41518.0,74503.0,177294.0,25.788218,37838.0
2005,2010-09-01,00035,7588,187772.0,24.745914,37354.0,30616.0,61859.0,125913.0,16.5937,6411.0
2006,2010-09-01,00036,7452,152018.0,20.399624,25513.0,33829.0,54566.0,97452.0,13.077294,-59796.0
2007,2010-09-01,00037,6602,158742.0,24.044531,24719.0,38408.0,53680.0,105062.0,15.913662,-11174.0
2008,2010-09-01,00038,6850,197142.0,28.779854,41486.0,41768.0,70211.0,126931.0,18.530072,4938.0
2009,2010-09-01,00039,7007,200866.0,28.666476,40934.0,36352.0,65477.0,135389.0,19.321963,17297.0
2010,2010-09-01,00040,6663,195788.0,29.384361,33269.0,35051.0,63263.0,132525.0,19.889689,30767.0
2011,2010-09-01,00041,6351,129594.0,20.40529,21626.0,22776.0,42828.0,86766.0,13.661785,-683.0
2012,2010-09-01,00043,7085,137162.0,19.359491,21683.0,30263.0,50329.0,86833.0,12.255892,-5096.0
2013,2010-09-01,00044,7173,148003.0,20.633347,27450.0,37613.0,52201.0,95802.0,13.355918,1277.0
2014,2010-09-01,00045,8970,203547.0,22.691973,38425.0,41746.0,73563.0,129984.0,14.490969,-18246.0
2015,2010-09-01,00046,7059,116434.0,16.494404,16041.0,21395.0,39005.0,77429.0,10.968834,13265.0
2016,2010-09-01,00047,9874,206344.0,20.897711,39533.0,49257.0,73072.0,133272.0,13.497265,-2672.0
2017,2010-09-01,00048,4043,158068.0,39.09671,34882.0,33526.0,55577.0,102491.0,25.350234,-2634.0
2018,2010-09-01,00049,5182,128998.0,24.893477,22090.0,30468.0,46797.0,82201.0,15.862794,-3661.0
2019,2010-09-01,00050,6806,130197.0,19.129738,24060.0,32533.0,48090.0,82107.0,12.063914,-2361.0
2020,2010-09-01,00051,7571,201734.0,26.645621,45305.0,32268.0,69613.0,132121.0,17.450931,6330.0
2021,2010-09-01,00052,8161,190884.0,23.38978,30141.0,35756.0,64243.0,126641.0,15.517828,13892.0
2022,2010-09-01,00053,4879,170031.0,34.849559,32029.0,31049.0,60268.0,109763.0,22.497028,14849.0
2023,2010-09-01,00054,5349,146646.0,27.415591,25144.0,31851.0,48970.0,97676.0,18.260609,7030.0
2024,2010-09-01,00055,6869,134776.0,19.620905,21277.0,33637.0,46552.0,88224.0,12.84379,-10558.0
2025,2010-09-01,00056,12780,193275.0,15.123239,38087.0,43328.0,67352.0,125923.0,9.853129,-647.0
2026,2010-09-01,00057,7081,154160.0,21.770936,20098.0,34827.0,43650.0,110510.0,15.606552,13896.0
2027,2010-09-01,00058,7588,195876.0,25.813916,27793.0,36214.0,63430.0,132446.0,17.454665,6563.0
2028,2010-09-01,00059,7960,162956.0,20.471859,24415.0,29678.0,51059.0,111897.0,14.057412,17094.0
2029,2010-09-01,00061,7715,136648.0,17.711989,22636.0,34630.0,51836.0,84812.0,10.99313,-586.0
2030,2010-09-01,00062,5327,119392.0,22.412614,17344.0,27547.0,48310.0,71082.0,13.34372,-7047.0
2031,2010-09-01,00064,7194,182496.0,25.367806,31487.0,42348.0,59480.0,123016.0,17.099805,1597.0
2032,2010-09-01,00065,8782,193749.0,22.062058,29714.0,40002.0,64424.0,129325.0,14.726144,13010.0
2033,2010-09-01,00066,5776,128097.0,22.177458,22389.0,29893.0,50852.0,77245.0,13.373441,-3655.0
2034,2010-09-01,00067,6729,160701.0,23.881854,25091.0,37789.0,55271.0,105430.0,15.668004,-1101.0
2035,2010-09-01,00068,7025,162525.0,23.135231,27702.0,30428.0,51764.0,110761.0,15.76669,7427.0
2036,2010-09-01,00069,8469,149880.0,17.697484,27022.0,34853.0,46185.0,103695.0,12.244066,-3443.0
2037,2010-09-01,00070,7894,165520.0,20.967823,31190.0,31290.0,53089.0,112431.0,14.242589,19749.0
2038,2010-09-01,00071,5415,167067.0,30.852631,29156.0,42243.0,53743.0,113324.0,20.927793,6665.0
2039,2010-09-01,00072,5460,98386.0,18.019413,16377.0,22463.0,31584.0,66802.0,12.234798,-11353.0
2040,2010-09-01,00073,6443,132123.0,20.506441,26981.0,25875.0,47530.0,84593.0,13.129442,2904.0
2041,2010-09-01,00074,11081,167825.0,15.145293,26914.0,37601.0,54385.0,113440.0,10.237343,10079.0
2042,2010-09-01,00075,6268,129057.0,20.589821,17004.0,31194.0,36375.0,92682.0,14.786534,8875.0
2043,2010-09-01,00076,9200,127540.0,13.863043,16130.0,33737.0,43760.0,83780.0,9.106521,7172.0
2044,2010-09-01,00077,6925,119712.0,17.286931,21905.0,28221.0,44856.0,74856.0,10.80953,1131.0
2045,2010-09-01,00078,6103,88087.0,14.433393,16525.0,18769.0,33947.0,54140.0,8.871047,-9679.0
2046,2010-09-01,00080,6501,135376.0,20.823873,28915.0,28282.0,50263.0,85113.0,13.092293,-3977.0
2047,2010-09-01,00081,8268,214325.0,25.92223,29986.0,35626.0,62145.0,152180.0,18.405902,33217.0
2048,2010-09-01,00082,6178,152550.0,24.692457,32201.0,30302.0,60496.0,92054.0,14.900291,-8126.0
2049,2010-09-01,00083,8687,159196.0,18.325774,28451.0,34252.0,59059.0,100137.0,11.527224,5899.0
2050,2010-09-01,00084,10789,142162.0,13.176568,24116.0,27561.0,44944.0,97218.0,9.010844,10354.0
2051,2010-09-01,00085,8390,198043.0,23.604648,25912.0,43927.0,69792.0,128251.0,15.286174,13502.0
2052,2010-09-01,00086,7470,174727.0,23.390495,32839.0,33916.0,62209.0,112518.0,15.06265,21802.0
2053,2010-09-01,00087,8161,179928.0,22.047298,39641.0,25658.0,64462.0,115466.0,14.148511,8234.0
2054,2010-09-01,00088,7940,227708.0,28.678589,44272.0,35111.0,74334.0,153374.0,19.316624,27296.0
2055,2010-09-01,00090,9901,154885.0,15.643369,41594.0,25057.0,59390.0,95495.0,9.644985,43217.0
2056,2010-09-01,00091,6072,140926.0,23.209156,33836.0,28038.0,55711.0,85215.0,14.03409,2085.0
2057,2010-09-01,00094,5551,146797.0,26.445145,32615.0,22790.0,53728.0,93069.0,16.766168,416.0
2058,2010-09-01,00095,7360,122898.0,16.698097,18342.0,31058.0,42147.0,80751.0,10.971603,-5156.0
2059,2010-09-01,00096,6222,155614.0,25.010286,33140.0,33837.0,58942.0,96672.0,15.537126,8050.0
2060,2010-09-01,00097,8127,161469.0,19.868217,38586.0,30244.0,64782.0,96687.0,11.897009,83.0
2061,2010-09-01,00098,7381,131814.0,17.858555,20554.0,28051.0,44355.0,87459.0,11.849207,4590.0
2062,2010-09-01,00099,8003,179806.0,22.467324,40307.0,37030.0,66579.0,113227.0,14.148069,17509.0
2063,2010-09-01,00100,6861,131375.0,19.148083,29129.0,33757.0,58205.0,73170.0,10.664626,-9773.0
2064,2010-09-01,00102,6140,124526.0,20.281107,28858.0,33878.0,51999.0,72527.0,11.812214,-17299.0
2065,2010-09-01,00103,6175,104979.0,17.000647,25882.0,20193.0,43157.0,61822.0,10.011659,-11735.0
2066,2010-09-01,00104,8161,118116.0,14.473226,18375.0,31190.0,36835.0,81281.0,9.959686,75.0
2067,2010-09-01,00105,8118,120467.0,14.839492,17007.0,27690.0,37432.0,83035.0,10.228504,805.0
2068,2010-09-01,00106,6390,72547.0,11.353208,14566.0,27885.0,30672.0,41875.0,6.553208,-35989.0
2069,2010-09-01,00107,9401,147234.0,15.661525,27439.0,36926.0,58256.0,88978.0,9.464737,-5962.0
2070,2010-09-01,00108,6834,110051.0,16.103453,30343.0,21110.0,42411.0,67640.0,9.89757,-16161.0
2071,2010-09-01,00109,7929,131780.0,16.620002,25782.0,24266.0,41906.0,89874.0,11.334846,-6455.0
2072,2010-09-01,00110,8749,124603.0,14.24197,18941.0,24846.0,42744.0,81859.0,9.356383,9104.0
2073,2010-09-01,00111,6806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2074,2010-09-01,00112,9189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2075,2010-09-01,00113,6944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2076,2010-09-01,00114,8226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2077,2010-10-01,00001,40396,634790.0,15.714179,92136.0,111028.0,191658.0,443132.0,10.969699,4909.0
2078,2010-10-01,00002,8161,115443.0,14.145692,18414.0,25741.0,40373.0,75070.0,9.198627,-6857.0
2079,2010-10-01,00003,8183,182585.0,22.312721,34269.0,47642.0,62339.0,120246.0,14.69461,13872.0
2080,2010-10-01,00004,6688,114137.0,17.065938,19095.0,30976.0,40829.0,73308.0,10.961124,-10648.0
2081,2010-10-01,00005,16239,321395.0,19.791551,40415.0,57316.0,87672.0,233723.0,14.392696,50575.0
2082,2010-10-01,00006,6589,116888.0,17.739869,23643.0,29322.0,46597.0,70291.0,10.667931,-8476.0
2083,2010-10-01,00007,7563,139484.0,18.442945,18282.0,32859.0,43640.0,95844.0,12.672748,14676.0
2084,2010-10-01,00008,8077,160075.0,19.81862,27542.0,36383.0,54853.0,105222.0,13.027361,6281.0
2085,2010-10-01,00009,7218,165664.0,22.95151,25004.0,37043.0,55531.0,110133.0,15.258104,5980.0
2086,2010-10-01,00010,4948,90374.0,18.264753,10413.0,24609.0,32176.0,58198.0,11.761924,-6276.0
2087,2010-10-01,00011,6652,182798.0,27.480156,30060.0,41734.0,65080.0,117718.0,17.696632,-13218.0
2088,2010-10-01,00012,7806,142550.0,18.261593,24467.0,44941.0,50438.0,92112.0,11.800153,-217.0
2089,2010-10-01,00013,6659,208643.0,31.332482,43205.0,34121.0,77443.0,131200.0,19.702658,6732.0
2090,2010-10-01,00014,5936,103313.0,17.404481,20886.0,34471.0,42350.0,60963.0,10.270047,-11734.0
2091,2010-10-01,00015,9276,199017.0,21.455045,29349.0,49754.0,65866.0,133151.0,14.354355,2962.0
2092,2010-10-01,00016,7025,92735.0,13.200711,16473.0,26847.0,38664.0,54071.0,7.696939,-14115.0
2093,2010-10-01,00017,8176,247062.0,30.217954,35830.0,50051.0,72401.0,174661.0,21.362646,33765.0
2094,2010-10-01,00018,7977,168366.0,21.10643,25373.0,36171.0,52151.0,116215.0,14.56876,2949.0
2095,2010-10-01,00019,5677,133499.0,23.515765,23597.0,39427.0,48491.0,85008.0,14.974106,506.0
2096,2010-10-01,00020,8966,193000.0,21.525763,28710.0,48944.0,72143.0,120857.0,13.479478,-9415.0
2097,2010-10-01,00021,8329,124584.0,14.957858,21806.0,29913.0,43831.0,80753.0,9.695401,-3839.0
2098,2010-10-01,00022,6026,203314.0,33.739462,29016.0,43453.0,67401.0,135913.0,22.55443,3736.0
2099,2010-10-01,00023,3919,170006.0,43.379943,31441.0,34006.0,64208.0,105798.0,26.996172,-1020.0
2100,2010-10-01,00024,6673,175978.0,26.371646,32297.0,44424.0,68027.0,107951.0,16.177281,4070.0
2101,2010-10-01,00025,6742,152373.0,22.600563,19924.0,36129.0,49452.0,102921.0,15.265648,10454.0
2102,2010-10-01,00026,5248,240040.0,45.739329,45876.0,47144.0,88264.0,151776.0,28.920731,21633.0
2103,2010-10-01,00029,6351,179727.0,28.299008,26490.0,37030.0,56481.0,123246.0,19.405762,18916.0
2104,2010-10-01,00030,7046,181166.0,25.711893,31456.0,52918.0,67188.0,113978.0,16.17627,4928.0
2105,2010-10-01,00031,7971,246280.0,30.897001,34902.0,50015.0,82196.0,164084.0,20.585121,32086.0
2106,2010-10-01,00032,6372,106658.0,16.738543,24797.0,45263.0,45255.0,61403.0,9.636377,-25565.0
2107,2010-10-01,00033,8448,163792.0,19.388257,25485.0,46883.0,55628.0,108164.0,12.803503,-1806.0
2108,2010-10-01,00034,6875,236274.0,34.367127,36679.0,43278.0,75328.0,160946.0,23.410327,26097.0
2109,2010-10-01,00035,7588,180568.0,23.79652,34384.0,45229.0,64346.0,116222.0,15.316552,2789.0
2110,2010-10-01,00036,7452,148832.0,19.972088,30198.0,36092.0,52913.0,95919.0,12.871578,-19799.0
2111,2010-10-01,00037,6602,157443.0,23.847773,23900.0,37586.0,58624.0,98819.0,14.968039,-10871.0
2112,2010-10-01,00038,6850,194673.0,28.419416,37179.0,41168.0,71622.0,123051.0,17.963649,4150.0
2113,2010-10-01,00039,7007,200243.0,28.577565,38291.0,36194.0,68270.0,131973.0,18.834451,15727.0
2114,2010-10-01,00040,6663,178971.0,26.860423,30489.0,51759.0,63478.0,115493.0,17.333483,17355.0
2115,2010-10-01,00041,6351,121282.0,19.09652,21924.0,35054.0,44167.0,77115.0,12.142182,-7974.0
2116,2010-10-01,00043,7085,122184.0,17.245448,22987.0,32584.0,49045.0,73139.0,10.323076,-11773.0
2117,2010-10-01,00044,7173,138623.0,19.325665,26694.0,35283.0,52615.0,86008.0,11.99052,-8497.0
2118,2010-10-01,00045,8970,186873.0,20.83311,29758.0,60920.0,70691.0,116182.0,12.952285,-6448.0
2119,2010-10-01,00046,7059,104621.0,14.820937,14661.0,22780.0,36607.0,68014.0,9.635075,-12421.0
2120,2010-10-01,00047,9874,208587.0,21.124873,40107.0,49966.0,77640.0,130947.0,13.261798,151.0
2121,2010-10-01,00048,4043,153668.0,38.008409,28010.0,33231.0,56392.0,97276.0,24.060351,-4851.0
2122,2010-10-01,00049,5182,117376.0,22.650714,23613.0,35401.0,45889.0,71487.0,13.795252,-8728.0
2123,2010-10-01,00050,6806,126593.0,18.600205,21380.0,30449.0,48535.0,78058.0,11.468997,-1370.0
2124,2010-10-01,00051,7571,187765.0,24.800554,41948.0,49648.0,70530.0,117235.0,15.484744,3454.0
2125,2010-10-01,00052,8161,175216.0,21.469917,28034.0,51588.0,63378.0,111838.0,13.703957,2511.0
2126,2010-10-01,00053,4879,173710.0,35.603607,33893.0,31988.0,61451.0,112259.0,23.008608,16953.0
2127,2010-10-01,00054,5349,125189.0,23.404187,20340.0,30395.0,46830.0,78359.0,14.64928,-11974.0
2128,2010-10-01,00055,6869,121546.0,17.69486,19400.0,31425.0,47912.0,73634.0,10.719755,-19693.0
2129,2010-10-01,00056,12780,181799.0,14.225273,38933.0,40529.0,65963.0,115836.0,9.063849,-10448.0
2130,2010-10-01,00057,7081,135447.0,19.12823,20413.0,30612.0,41020.0,94427.0,13.335263,5571.0
2131,2010-10-01,00058,7588,177226.0,23.356088,24950.0,54754.0,61270.0,115956.0,15.281497,2335.0
2132,2010-10-01,00059,7960,148178.0,18.615326,25855.0,31746.0,49082.0,99096.0,12.449246,4733.0
2133,2010-10-01,00061,7715,127622.0,16.54206,23709.0,35431.0,49932.0,77690.0,10.069993,-3603.0
2134,2010-10-01,00062,5327,108577.0,20.382391,18159.0,29784.0,44934.0,63643.0,11.947249,-11728.0
2135,2010-10-01,00064,7194,164136.0,22.815679,27935.0,42615.0,59075.0,105061.0,14.603975,-3272.0
2136,2010-10-01,00065,8782,179378.0,20.425643,28521.0,33290.0,60200.0,119178.0,13.570712,4124.0
2137,2010-10-01,00066,5776,124744.0,21.596952,21845.0,31763.0,49858.0,74886.0,12.965027,-3059.0
2138,2010-10-01,00067,6729,146916.0,21.833259,26029.0,38371.0,56562.0,90354.0,13.427552,-3906.0
2139,2010-10-01,00068,7025,157169.0,22.372811,22374.0,32405.0,51651.0,105518.0,15.020355,1462.0
2140,2010-10-01,00069,8469,150958.0,17.824772,27272.0,31643.0,47935.0,103023.0,12.164718,2091.0
2141,2010-10-01,00070,7894,158412.0,20.067392,27908.0,33983.0,53324.0,105088.0,13.312389,14560.0
2142,2010-10-01,00071,5415,159460.0,29.44783,22192.0,39881.0,56250.0,103210.0,19.060018,-1100.0
2143,2010-10-01,00072,5460,92906.0,17.01575,14358.0,23285.0,31026.0,61880.0,11.333333,-14087.0
2144,2010-10-01,00073,6443,126082.0,19.568834,27946.0,29596.0,47863.0,78219.0,12.140152,-755.0
2145,2010-10-01,00074,11081,151755.0,13.695063,29262.0,37262.0,53615.0,98140.0,8.856601,-1026.0
2146,2010-10-01,00075,6268,117547.0,18.753509,17185.0,28471.0,35805.0,81742.0,13.041161,2108.0
2147,2010-10-01,00076,9200,109591.0,11.912065,14818.0,31834.0,39725.0,69866.0,7.59413,-3600.0
2148,2010-10-01,00077,6925,115102.0,16.621227,21384.0,26984.0,44113.0,70989.0,10.251119,-491.0
2149,2010-10-01,00078,6103,84318.0,13.815828,17951.0,20288.0,33825.0,50493.0,8.273472,-12502.0
2150,2010-10-01,00080,6501,129438.0,19.910475,22228.0,36882.0,49869.0,79569.0,12.239501,-7376.0
2151,2010-10-01,00081,8268,189205.0,22.88401,30901.0,49982.0,59520.0,129685.0,15.685171,16507.0
2152,2010-10-01,00082,6178,135967.0,22.008255,27387.0,42127.0,56335.0,79632.0,12.889608,-16063.0
2153,2010-10-01,00083,8687,141888.0,16.333371,26149.0,32255.0,54457.0,87431.0,10.064579,-349.0
2154,2010-10-01,00084,10789,137468.0,12.741495,22803.0,30347.0,44842.0,92626.0,8.585225,1097.0
2155,2010-10-01,00085,8390,182016.0,21.694398,24222.0,33475.0,65321.0,116695.0,13.90882,1695.0
2156,2010-10-01,00086,7470,166649.0,22.309103,33675.0,36698.0,62595.0,104054.0,13.929585,13944.0
2157,2010-10-01,00087,8161,180654.0,22.136257,40103.0,40170.0,66849.0,113805.0,13.944982,5729.0
2158,2010-10-01,00088,7940,218852.0,27.563224,44459.0,31834.0,72607.0,146245.0,18.418765,22899.0
