LocationNo,BusinessMonth,rollavg_Income,rollavg_Payroll,rollavg_PayrollPct,change_Income,change_Payroll,change_PayrollPct,change_BuyTransactions,change_BuyItems,change3mo_Payroll,change3mo_PayrollPct,change6mo_Payroll,change6mo_PayrollPct,change12mo_Payroll,change12mo_PayrollPct,change3mo_BuyTransactions,change3mo_BuyItems,change6mo_BuyTransactions,change6mo_BuyItems,change12mo_BuyTransactions,change12mo_BuyItems
1,10/1/2008,3.285674,3.586443,0.019272,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,11/1/2008,3.389583,3.548902,0.009576,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,12/1/2008,3.383038,3.576911,0.011097,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,1/1/2009,3.419053,3.618005,0.011561,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,2/1/2009,3.452974,3.574572,0.007058,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,3/1/2009,3.448113,3.526021,0.004532,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,4/1/2009,3.423679,3.490068,0.003904,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,5/1/2009,3.455156,3.470854,0.000921,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,6/1/2009,3.405646,3.456656,0.003037,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,7/1/2009,3.37898,3.426411,0.002839,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,8/1/2009,3.356791,3.404681,0.002887,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,9/1/2009,3.330922,3.393172,0.003784,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,10/1/2009,3.322176,3.363266,0.002508,0.010478,-0.057513,-0.016764,0.053574082,0.053574082,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,11/1/2009,3.300005,3.35106,0.003136,-0.02298,-0.049035,-0.00644,0.002245691,0.002245691,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,12/1/2009,3.247744,3.296768,0.003049,-0.030238,-0.063147,-0.008048,-0.034369557,-0.034369557,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,1/1/2010,3.2232,3.252655,0.001832,-0.04522,-0.082601,-0.009729,-0.067045111,-0.067045111,-0.057513,-0.016764,NULL,NULL,NULL,NULL,0.053574082,0.053574082,NULL,NULL,NULL,NULL
1,2/1/2010,3.176883,3.206255,0.00187,-0.065316,-0.087287,-0.005188,-0.076660411,-0.076660411,-0.049035,-0.00644,NULL,NULL,NULL,NULL,0.002245691,0.002245691,NULL,NULL,NULL,NULL
1,3/1/2010,3.144581,3.195825,0.003284,-0.071631,-0.078618,-0.001248,-0.075539861,-0.075539861,-0.063147,-0.008048,NULL,NULL,NULL,NULL,-0.034369557,-0.034369557,NULL,NULL,NULL,NULL
1,4/1/2010,3.135108,3.187867,0.003401,-0.069508,-0.073497,-0.000503,-0.079537017,-0.079537017,-0.082601,-0.009729,-0.057513,-0.016764,NULL,NULL,-0.067045111,-0.067045111,0.053574082,0.053574082,NULL,NULL
1,5/1/2010,3.125695,3.175625,0.003221,-0.078523,-0.07147,0.0023,-0.092875451,-0.092875451,-0.087287,-0.005188,-0.049035,-0.00644,NULL,NULL,-0.076660411,-0.076660411,0.002245691,0.002245691,NULL,NULL
1,6/1/2010,3.120802,3.17113,0.003254,-0.06849,-0.068923,0.000217,-0.105203632,-0.105203632,-0.078618,-0.001248,-0.063147,-0.008048,NULL,NULL,-0.075539861,-0.075539861,-0.034369557,-0.034369557,NULL,NULL
1,7/1/2010,3.118104,3.180106,0.00401,-0.062548,-0.059381,0.001171,-0.102755666,-0.102755666,-0.073497,-0.000503,-0.082601,-0.009729,NULL,NULL,-0.079537017,-0.079537017,-0.067045111,-0.067045111,NULL,NULL
1,8/1/2010,3.110382,3.183659,0.004752,-0.059004,-0.053123,0.001865,-0.093041165,-0.093041165,-0.07147,0.0023,-0.087287,-0.005188,NULL,NULL,-0.092875451,-0.092875451,-0.076660411,-0.076660411,NULL,NULL
1,9/1/2010,3.102098,3.177859,0.004915,-0.054927,-0.0515,0.001131,-0.079818617,-0.079818617,-0.068923,0.000217,-0.078618,-0.001248,NULL,NULL,-0.105203632,-0.105203632,-0.075539861,-0.075539861,NULL,NULL
1,10/1/2010,3.084105,3.189781,0.006891,-0.056779,-0.041373,0.004383,-0.078329043,-0.078329043,-0.059381,0.001171,-0.073497,-0.000503,-0.057513,-0.016764,-0.102755666,-0.102755666,-0.079537017,-0.079537017,0.053574082,0.053574082
1,11/1/2010,3.086628,3.193745,0.006972,-0.051056,-0.037461,0.003836,-0.069489245,-0.069489245,-0.053123,0.001865,-0.07147,0.0023,-0.049035,-0.00644,-0.093041165,-0.093041165,-0.092875451,-0.092875451,0.002245691,0.002245691
1,12/1/2010,3.088141,3.175458,0.00568,-0.038249,-0.028927,0.002631,-0.056940159,-0.056940159,-0.0515,0.001131,-0.068923,0.000217,-0.063147,-0.008048,-0.079818617,-0.079818617,-0.105203632,-0.105203632,-0.034369557,-0.034369557
1,1/1/2011,3.071089,3.156589,0.005656,-0.036381,-0.023387,0.003824,-0.047262385,-0.047262385,-0.041373,0.004383,-0.059381,0.001171,-0.082601,-0.009729,-0.078329043,-0.078329043,-0.102755666,-0.102755666,-0.067045111,-0.067045111
1,2/1/2011,3.042335,3.171059,0.008511,-0.032363,-0.008447,0.006641,-0.045820369,-0.045820369,-0.037461,0.003836,-0.053123,0.001865,-0.087287,-0.005188,-0.069489245,-0.069489245,-0.093041165,-0.093041165,-0.076660411,-0.076660411
1,3/1/2011,3.02827,3.158327,0.008595,-0.028105,-0.00897,0.005311,-0.036134626,-0.036134626,-0.028927,0.002631,-0.0515,0.001131,-0.078618,-0.001248,-0.056940159,-0.056940159,-0.079818617,-0.079818617,-0.075539861,-0.075539861
1,4/1/2011,3.006028,3.14532,0.00928,-0.03128,-0.010193,0.005879,-0.030449776,-0.030449776,-0.023387,0.003824,-0.041373,0.004383,-0.073497,-0.000503,-0.047262385,-0.047262385,-0.078329043,-0.078329043,-0.079537017,-0.079537017
1,5/1/2011,2.980703,3.132697,0.010209,-0.035043,-0.010297,0.006988,-0.023414977,-0.023414977,-0.008447,0.006641,-0.037461,0.003836,-0.07147,0.0023,-0.045820369,-0.045820369,-0.069489245,-0.069489245,-0.092875451,-0.092875451
1,6/1/2011,2.972954,3.112731,0.009364,-0.035691,-0.013914,0.00611,-0.006094157,-0.006094157,-0.00897,0.005311,-0.028927,0.002631,-0.068923,0.000217,-0.036134626,-0.036134626,-0.056940159,-0.056940159,-0.105203632,-0.105203632
1,7/1/2011,2.96298,3.083805,0.008153,-0.037057,-0.022752,0.004143,0.006212015,0.006212015,-0.010193,0.005879,-0.023387,0.003824,-0.059381,0.001171,-0.030449776,-0.030449776,-0.047262385,-0.047262385,-0.102755666,-0.102755666
1,8/1/2011,2.959032,3.069565,0.007545,-0.035905,-0.026961,0.002793,0.008027981,0.008027981,-0.010297,0.006988,-0.008447,0.006641,-0.053123,0.001865,-0.023414977,-0.023414977,-0.045820369,-0.045820369,-0.093041165,-0.093041165
1,9/1/2011,2.937152,3.066574,0.00887,-0.039092,-0.026256,0.003955,0.009204888,0.009204888,-0.013914,0.00611,-0.00897,0.005311,-0.0515,0.001131,-0.006094157,-0.006094157,-0.036134626,-0.036134626,-0.079818617,-0.079818617
1,10/1/2011,2.935435,3.065195,0.008948,-0.035205,-0.029301,0.002057,0.011495051,0.011495051,-0.022752,0.004143,-0.010193,0.005879,-0.041373,0.004383,0.006212015,0.006212015,-0.030449776,-0.030449776,-0.078329043,-0.078329043
1,11/1/2011,2.924151,3.068791,0.010025,-0.038367,-0.0294,0.003053,0.008835446,0.008835446,-0.026961,0.002793,-0.010297,0.006988,-0.037461,0.003836,0.008027981,0.008027981,-0.023414977,-0.023414977,-0.069489245,-0.069489245
1,12/1/2011,2.907758,3.090074,0.012671,-0.042497,-0.020113,0.006991,-0.003387959,-0.003387959,-0.026256,0.003955,-0.013914,0.00611,-0.028927,0.002631,0.009204888,0.009204888,-0.006094157,-0.006094157,-0.056940159,-0.056940159
1,1/1/2012,2.923368,3.110841,0.013178,-0.034831,-0.010819,0.007522,-0.002335772,-0.002335772,-0.029301,0.002057,-0.022752,0.004143,-0.023387,0.003824,0.011495051,0.011495051,0.006212015,0.006212015,-0.047262385,-0.047262385
1,2/1/2012,2.926738,3.121748,0.013674,-0.027643,-0.011773,0.005163,0.0065172,0.0065172,-0.0294,0.003053,-0.026961,0.002793,-0.008447,0.006641,0.008835446,0.008835446,0.008027981,0.008027981,-0.045820369,-0.045820369
1,3/1/2012,2.934432,3.125721,0.013516,-0.022486,-0.007904,0.004921,0.003512908,0.003512908,-0.020113,0.006991,-0.026256,0.003955,-0.00897,0.005311,-0.003387959,-0.003387959,0.009204888,0.009204888,-0.036134626,-0.036134626
1,4/1/2012,2.947647,3.121162,0.012267,-0.014011,-0.005859,0.002987,0.005035855,0.005035855,-0.010819,0.007522,-0.029301,0.002057,-0.010193,0.005879,-0.002335772,-0.002335772,0.011495051,0.011495051,-0.030449776,-0.030449776
1,5/1/2012,2.964056,3.118568,0.010935,-0.004007,-0.003437,0.000726,0.005197521,0.005197521,-0.011773,0.005163,-0.0294,0.003053,-0.010297,0.006988,0.0065172,0.0065172,0.008835446,0.008835446,-0.023414977,-0.023414977
1,6/1/2012,2.997172,3.121737,0.008809,0.005839,0.002228,-0.000555,0.004482798,0.004482798,-0.007904,0.004921,-0.020113,0.006991,-0.013914,0.00611,0.003512908,0.003512908,-0.003387959,-0.003387959,-0.006094157,-0.006094157
1,7/1/2012,3.014059,3.16575,0.010635,0.012432,0.020369,0.002482,0.000182211,0.000182211,-0.005859,0.002987,-0.010819,0.007522,-0.022752,0.004143,0.005035855,0.005035855,-0.002335772,-0.002335772,0.006212015,0.006212015
1,8/1/2012,3.042377,3.197937,0.010673,0.020608,0.031696,0.003128,0.006823666,0.006823666,-0.003437,0.000726,-0.011773,0.005163,-0.026961,0.002793,0.005197521,0.005197521,0.0065172,0.0065172,0.008027981,0.008027981
1,9/1/2012,3.079509,3.217525,0.009382,0.035614,0.037574,0.000512,0.008647654,0.008647654,0.002228,-0.000555,-0.007904,0.004921,-0.026256,0.003955,0.004482798,0.004482798,0.003512908,0.003512908,0.009204888,0.009204888
1,10/1/2012,3.087203,3.21395,0.008566,0.038114,0.036812,-0.000382,0.014842905,0.014842905,0.020369,0.002482,-0.005859,0.002987,-0.029301,0.002057,0.000182211,0.000182211,0.005035855,0.005035855,0.011495051,0.011495051
1,11/1/2012,3.076053,3.225232,0.010057,0.038394,0.038528,0.000032,0.021440501,0.021440501,0.031696,0.003128,-0.003437,0.000726,-0.0294,0.003053,0.006823666,0.006823666,0.005197521,0.005197521,0.008835446,0.008835446
1,12/1/2012,3.094735,3.239531,0.009706,0.047308,0.036512,-0.002965,0.034795262,0.034795262,0.037574,0.000512,0.002228,-0.000555,-0.020113,0.006991,0.008647654,0.008647654,0.004482798,0.004482798,-0.003387959,-0.003387959
1,1/1/2013,3.080008,3.238197,0.010435,0.03975,0.030101,-0.002743,0.036724818,0.036724818,0.036812,-0.000382,0.020369,0.002482,-0.010819,0.007522,0.014842905,0.014842905,0.000182211,0.000182211,-0.002335772,-0.002335772
1,2/1/2013,3.105137,3.239306,0.00877,0.044876,0.027454,-0.004904,0.037936993,0.037936993,0.038528,0.000032,0.031696,0.003128,-0.011773,0.005163,0.021440501,0.021440501,0.006823666,0.006823666,0.0065172,0.0065172
1,3/1/2013,3.107561,3.245014,0.008909,0.043688,0.027493,-0.004607,0.048207564,0.048207564,0.036512,-0.002965,0.037574,0.000512,-0.007904,0.004921,0.034795262,0.034795262,0.008647654,0.008647654,0.003512908,0.003512908
1,4/1/2013,3.094783,3.266563,0.011107,0.037149,0.033363,-0.00116,0.052940289,0.052940289,0.030101,-0.002743,0.036812,-0.000382,-0.005859,0.002987,0.036724818,0.036724818,0.014842905,0.014842905,0.005035855,0.005035855
1,5/1/2013,3.06952,3.267096,0.012758,0.026749,0.03396,0.001823,0.05897401,0.05897401,0.027454,-0.004904,0.038528,0.000032,-0.003437,0.000726,0.037936993,0.037936993,0.021440501,0.021440501,0.005197521,0.005197521
1,6/1/2013,3.045759,3.277602,0.01491,0.012253,0.035084,0.006101,0.064878876,0.064878876,0.027493,-0.004607,0.036512,-0.002965,0.002228,-0.000555,0.048207564,0.048207564,0.034795262,0.034795262,0.004482798,0.004482798
1,7/1/2013,3.027292,3.256665,0.014812,0.003318,0.020298,0.004177,0.070019098,0.070019098,0.033363,-0.00116,0.030101,-0.002743,0.020369,0.002482,0.052940289,0.052940289,0.036724818,0.036724818,0.000182211,0.000182211
1,8/1/2013,2.994479,3.240536,0.01605,-0.011892,0.009567,0.005377,0.074699207,0.074699207,0.03396,0.001823,0.027454,-0.004904,0.031696,0.003128,0.05897401,0.05897401,0.037936993,0.037936993,0.006823666,0.006823666
1,9/1/2013,2.967185,3.201439,0.015388,-0.027442,-0.003572,0.006006,0.077860734,0.077860734,0.035084,0.006101,0.027493,-0.004607,0.037574,0.000512,0.064878876,0.064878876,0.048207564,0.048207564,0.008647654,0.008647654
1,10/1/2013,2.954866,3.19898,0.016097,-0.032304,-0.003347,0.007531,0.075861136,0.075861136,0.020298,0.004177,0.033363,-0.00116,0.036812,-0.000382,0.070019098,0.070019098,0.052940289,0.052940289,0.014842905,0.014842905
1,11/1/2013,2.96957,3.178662,0.013684,-0.026132,-0.010423,0.003627,0.077875827,0.077875827,0.009567,0.005377,3.40E-02,1.82E-03,0.038528,0.000032,0.074699207,0.074699207,0.05897401,0.05897401,0.021440501,0.021440501
1,12/1/2013,2.940489,3.135933,0.012907,-0.037645,-0.023153,0.003201,0.07550194,0.07550194,-0.003572,0.006006,3.51E-02,6.10E-03,0.036512,-0.002965,0.077860734,0.077860734,0.064878876,0.064878876,0.034795262,0.034795262
1,1/1/2014,2.937499,3.119981,0.012041,-0.034764,-0.0268,0.001606,0.082169504,0.082169504,-0.003347,0.007531,0.020298,0.004177,0.030101,-0.002743,0.075861136,0.075861136,0.070019098,0.070019098,0.036724818,0.036724818
1,2/1/2014,2.919891,3.127024,0.013803,-0.045085,-0.025762,0.005033,0.079147272,0.079147272,-0.010423,0.003627,0.009567,0.005377,0.027454,-0.004904,0.077875827,0.077875827,0.074699207,0.074699207,0.037936993,0.037936993
1,3/1/2014,2.910261,3.141695,0.015488,-0.047914,-0.023863,0.006579,0.067568166,0.067568166,-0.023153,0.003201,-0.003572,0.006006,0.027493,-0.004607,0.07550194,0.07550194,0.077860734,0.077860734,0.048207564,0.048207564
1,4/1/2014,2.899759,3.150066,0.016835,-0.047507,-0.026981,0.005728,0.066378393,0.066378393,-0.0268,0.001606,-0.003347,0.007531,0.033363,-0.00116,0.082169504,0.082169504,0.075861136,0.075861136,0.052940289,0.052940289
1,5/1/2014,2.89778,3.169735,0.018334,-0.04206,-0.02274,0.005576,0.067100947,0.067100947,-0.025762,0.005033,-0.010423,0.003627,0.03396,0.001823,0.079147272,0.079147272,0.077875827,0.077875827,0.05897401,0.05897401
1,6/1/2014,2.892005,3.178865,0.019374,-0.037866,-0.023235,0.004464,0.057695802,0.057695802,-0.023863,0.006579,-0.023153,0.003201,0.035084,0.006101,0.067568166,0.067568166,0.07550194,0.07550194,0.064878876,0.064878876
1,7/1/2014,2.878416,3.190611,0.021129,-0.037009,-0.01568,0.006317,0.046244957,0.046244957,-0.026981,0.005728,-0.0268,0.001606,0.020298,0.004177,0.066378393,0.066378393,0.082169504,0.082169504,0.070019098,0.070019098
1,8/1/2014,2.883758,3.198336,0.021193,-0.027798,-0.010022,0.005143,0.031510829,0.031510829,-0.02274,0.005576,-0.025762,0.005033,0.009567,0.005377,0.067100947,0.067100947,0.079147272,0.079147272,0.074699207,0.074699207
1,9/1/2014,2.884162,3.233395,0.023563,-0.021099,0.007712,0.008175,0.019415035,0.019415035,-0.023235,0.004464,-0.023863,0.006579,-0.003572,0.006006,0.057695802,0.057695802,0.067568166,0.067568166,0.077860734,0.077860734
1,10/1/2014,2.868694,3.257294,0.026311,-0.022025,0.0141,0.010214,0.011005852,0.011005852,-0.01568,0.006317,-0.026981,0.005728,-0.003347,0.007531,0.046244957,0.046244957,0.066378393,0.066378393,0.075861136,0.075861136
1,11/1/2014,2.867829,3.283078,0.028234,-0.025805,0.025469,0.01455,0.000154094,0.000154094,-0.010022,0.005143,-0.02274,0.005576,-0.010423,0.003627,0.031510829,0.031510829,0.067100947,0.067100947,0.077875827,0.077875827
1,12/1/2014,2.899265,3.337841,0.029239,-0.010714,0.049943,0.016332,-2.64E-03,-2.64E-03,0.007712,0.008175,-0.023235,0.004464,-0.023153,0.003201,0.019415035,0.019415035,0.057695802,0.057695802,0.07550194,0.07550194
1,1/1/2015,2.922529,3.383377,0.030606,-0.003936,0.066372,0.018565,-0.017543273,-0.017543273,0.0141,0.010214,-0.01568,0.006317,-0.0268,0.001606,0.011005852,0.011005852,0.046244957,0.046244957,0.082169504,0.082169504
1,2/1/2015,2.928077,3.401192,0.031371,0.002164,0.068654,0.017568,-0.023671247,-0.023671247,0.025469,0.01455,-0.010022,0.005143,-0.025762,0.005033,0.000154094,0.000154094,0.031510829,0.031510829,0.079147272,0.079147272
1,3/1/2015,2.948325,3.390572,0.02912,0.010078,0.061802,0.013632,-0.020909873,-0.020909873,0.049943,0.016332,7.71E-03,8.18E-03,-2.39E-02,6.58E-03,-0.002644557,-0.002644557,0.019415035,0.019415035,0.067568166,0.067568166
1,4/1/2015,2.962943,3.396921,0.028483,0.016783,0.061099,0.011648,-0.026668355,-0.026668355,0.066372,0.018565,0.0141,0.010214,-0.026981,0.005728,-0.017543273,-0.017543273,0.011005852,0.011005852,0.066378393,0.066378393
1,5/1/2015,2.975383,3.402659,0.027902,0.020625,0.057172,0.009568,-0.03943275,-0.03943275,0.068654,0.017568,0.025469,0.01455,-0.02274,0.005576,-0.023671247,-0.023671247,0.000154094,0.000154094,0.067100947,0.067100947
1,6/1/2015,2.979325,3.389358,0.026694,0.023213,0.05136,0.00732,-0.042766137,-0.042766137,0.061802,0.013632,0.049943,0.016332,-2.32E-02,4.46E-03,-2.09E-02,-2.09E-02,-0.002644557,-0.002644557,0.057695802,0.057695802
1,7/1/2015,2.98574,3.37608,0.025469,0.0285,0.045161,0.00434,-0.03959703,-0.03959703,0.061099,0.011648,0.066372,0.018565,-0.01568,0.006317,-0.026668355,-0.026668355,-0.017543273,-0.017543273,0.046244957,0.046244957
1,8/1/2015,2.980952,3.365349,0.025281,0.025491,0.040546,0.004088,-0.040203033,-0.040203033,0.057172,0.009568,0.068654,0.017568,-0.010022,0.005143,-0.03943275,-0.03943275,-0.023671247,-0.023671247,0.031510829,0.031510829
1,9/1/2015,2.997388,3.356939,0.023494,0.029824,0.029756,-0.000069,-0.041335375,-0.041335375,0.05136,0.00732,0.061802,0.013632,0.007712,0.008175,-0.042766137,-0.042766137,-0.020909873,-0.020909873,0.019415035,0.019415035
1,10/1/2015,3.021495,3.333108,0.02022,0.040295,0.018099,-0.006091,-0.03916226,-0.03916226,0.045161,0.00434,0.061099,0.011648,0.0141,0.010214,-0.03959703,-0.03959703,-0.026668355,-0.026668355,0.011005852,0.011005852
1,11/1/2015,3.012122,3.317825,0.019865,0.038065,0.008206,-0.008369,-0.039774584,-0.039774584,0.040546,0.004088,0.057172,0.009568,0.025469,0.01455,-0.040203033,-0.040203033,-0.03943275,-0.03943275,0.000154094,0.000154094
1,12/1/2015,2.985473,3.2913,0.02004,0.022255,-0.010849,-0.009199,-0.043507998,-0.043507998,0.029756,-0.000069,0.05136,0.00732,4.99E-02,1.63E-02,-0.041335375,-0.041335375,-0.042766137,-0.042766137,-0.002644557,-0.002644557
1,1/1/2016,2.97431,3.277458,0.01988,0.013162,-0.024102,-0.010726,-0.038102493,-0.038102493,0.018099,-0.006091,0.045161,0.00434,6.64E-02,1.86E-02,-0.03916226,-0.03916226,-0.03959703,-0.03959703,-0.017543273,-0.017543273
1,2/1/2016,2.974801,3.258994,0.018566,0.011906,-0.032241,-0.012805,-0.037548004,-0.037548004,0.008206,-0.008369,0.040546,0.004088,0.068654,0.017568,-0.039774584,-0.039774584,-0.040203033,-0.040203033,-0.023671247,-0.023671247
1,3/1/2016,2.963687,3.26259,0.019615,0.003892,-0.029173,-0.009505,-0.035377794,-0.035377794,-0.010849,-0.009199,0.029756,-0.000069,0.061802,0.013632,-0.043507998,-0.043507998,-0.041335375,-0.041335375,-0.020909873,-0.020909873
1,4/1/2016,3.007636,3.265995,0.01669,0.011309,-0.02972,-0.011793,-0.0366088,-0.0366088,-0.024102,-0.010726,0.018099,-0.006091,0.061099,0.011648,-0.038102493,-0.038102493,-0.03916226,-0.03916226,-0.026668355,-0.026668355
1,5/1/2016,3.015662,3.254375,0.015369,0.010147,-0.033591,-0.012533,-0.028439712,-0.028439712,-0.032241,-0.012805,0.008206,-0.008369,0.057172,0.009568,-0.037548004,-0.037548004,-0.039774584,-0.039774584,-0.03943275,-0.03943275
1,6/1/2016,3.023849,3.248217,0.014447,0.011205,-0.032208,-0.012247,-0.028848645,-0.028848645,-0.029173,-0.009505,-0.010849,-0.009199,0.05136,0.00732,-0.035377794,-0.035377794,-0.043507998,-0.043507998,-0.042766137,-0.042766137
1,7/1/2016,3.036091,3.241989,0.013208,0.012676,-0.030611,-0.012261,-0.029351906,-0.029351906,-0.02972,-0.011793,-0.024102,-0.010726,0.045161,0.00434,-0.0366088,-0.0366088,-0.038102493,-0.038102493,-0.03959703,-0.03959703
1,8/1/2016,3.032314,3.222018,0.012145,0.013007,-0.03264,-0.013136,-0.027416394,-0.027416394,-0.033591,-0.012533,-0.032241,-0.012805,0.040546,0.004088,-0.028439712,-0.028439712,-0.037548004,-0.037548004,-0.040203033,-0.040203033
1,9/1/2016,3.026433,3.190369,0.010475,0.00729,-0.037783,-0.013019,-0.020898485,-0.020898485,-0.032208,-0.012247,-0.029173,-0.009505,0.029756,-0.000069,-0.028848645,-0.028848645,-0.035377794,-0.035377794,-0.041335375,-0.041335375
1,10/1/2016,3.022498,3.180352,0.010089,0.000251,-0.034874,-0.010131,-0.015263769,-0.015263769,-0.030611,-0.012261,-0.02972,-0.011793,0.018099,-0.006091,-0.029351906,-0.029351906,-0.0366088,-0.0366088,-0.03916226,-0.03916226
1,11/1/2016,3.006236,3.162508,0.010023,-0.001472,-0.035575,-0.009842,-0.007794531,-0.007794531,-0.03264,-0.013136,-0.033591,-0.012533,0.008206,-0.008369,-0.027416394,-0.027416394,-0.028439712,-0.028439712,-0.039774584,-0.039774584
1,12/1/2016,3.00945,3.144707,0.008718,0.006007,-0.03376,-0.011322,-0.00191758,-0.00191758,-0.037783,-0.013019,-0.032208,-0.012247,-0.010849,-0.009199,-0.020898485,-0.020898485,-0.028848645,-0.028848645,-0.043507998,-0.043507998
1,1/1/2017,2.995921,3.123755,0.008248,0.005421,-0.035433,-0.011632,-0.005096157,-0.005096157,-0.034874,-0.010131,-0.030611,-0.012261,-0.024102,-0.010726,-0.015263769,-0.015263769,-0.029351906,-0.029351906,-0.038102493,-0.038102493
1,2/1/2017,2.997716,3.119892,0.007884,0.005704,-0.032101,-0.010682,-0.000492153,-0.000492153,-0.035575,-0.009842,-0.03264,-0.013136,-0.032241,-0.012805,-0.007794531,-0.007794531,-0.027416394,-0.027416394,-0.037548004,-0.037548004
1,3/1/2017,2.983765,3.124891,0.009145,0.005022,-0.031786,-0.01047,-0.004703607,-0.004703607,-0.03376,-0.011322,-0.037783,-0.013019,-0.029173,-0.009505,-0.00191758,-0.00191758,-0.020898485,-0.020898485,-0.035377794,-0.035377794
1,4/1/2017,2.950468,3.113102,0.010658,-0.014063,-0.03533,-0.006032,0.000739334,0.000739334,-0.035433,-0.011632,-0.034874,-0.010131,-0.02972,-0.011793,-0.005096157,-0.005096157,-0.015263769,-0.015263769,-0.0366088,-0.0366088
1,5/1/2017,2.947715,3.122466,0.011471,-0.016687,-0.030649,-0.003898,0.000269143,0.000269143,-0.032101,-0.010682,-0.035575,-0.009842,-0.033591,-0.012533,-0.000492153,-0.000492153,-0.007794531,-0.007794531,-0.028439712,-0.028439712
1,6/1/2017,2.939584,3.133379,0.01279,-0.020661,-0.026764,-0.001657,0.009636448,0.009636448,-0.031786,-0.01047,-0.03376,-0.011322,-0.032208,-0.012247,-0.004703607,-0.004703607,-0.00191758,-0.00191758,-0.028848645,-0.028848645
1,7/1/2017,2.927611,3.140305,0.014042,-0.026531,-0.023699,0.000834,0.015997064,0.015997064,-0.03533,-0.006032,-0.035433,-0.011632,-0.030611,-0.012261,0.000739334,0.000739334,-0.005096157,-0.005096157,-0.029351906,-0.029351906
1,8/1/2017,2.933084,3.161924,0.015102,-0.024228,-0.014089,0.002957,0.024635397,0.024635397,-0.030649,-0.003898,-0.032101,-0.010682,-0.03264,-0.013136,0.000269143,0.000269143,-0.000492153,-0.000492153,-0.027416394,-0.027416394
1,9/1/2017,2.94998,3.203178,0.016721,-0.018722,0.003056,0.006246,0.027162267,0.027162267,-0.026764,-0.001657,-0.031786,-0.01047,-0.037783,-0.013019,0.009636448,0.009636448,-0.004703607,-0.004703607,-0.020898485,-0.020898485
1,10/1/2017,2.970606,3.228193,0.016942,-0.012709,0.011453,0.006853,0.023284065,0.023284065,-0.023699,0.000834,-0.03533,-0.006032,-0.034874,-0.010131,0.015997064,0.015997064,0.000739334,0.000739334,-0.015263769,-0.015263769
1,11/1/2017,2.986811,3.251786,0.017304,-0.004798,0.021506,0.007281,0.024194356,0.024194356,-0.014089,0.002957,-0.030649,-0.003898,-0.035575,-0.009842,0.024635397,0.024635397,0.000269143,0.000269143,-0.007794531,-0.007794531
1,12/1/2017,3.001415,3.298388,0.019345,-0.001992,0.037164,0.010627,0.022703392,0.022703392,0.003056,0.006246,-0.026764,-0.001657,-0.03376,-0.011322,0.027162267,0.027162267,0.009636448,0.009636448,-0.00191758,-0.00191758
1,1/1/2018,3.023212,3.321711,0.019323,0.006804,0.048309,0.011075,0.02957102,0.02957102,0.011453,0.006853,-0.023699,0.000834,-0.035433,-0.011632,0.023284065,0.023284065,0.015997064,0.015997064,-0.005096157,-0.005096157
1,2/1/2018,3.046388,3.328339,0.018152,0.012167,0.051058,0.010268,0.026872777,0.026872777,0.021506,0.007281,-0.014089,0.002957,-0.032101,-0.010682,0.024194356,0.024194356,0.024635397,0.024635397,-0.000492153,-0.000492153
