Date,Days On Shelf Per Copy (extends out multiple columns as copies accumulate),,,,,,,,,,,,,,,,,Qty On Hand,Avg Acc Days,,,
7/17/2019,1,23,13,16,41,2,9,19,29,22,29,,,,,,,2,18.5,,,
7/18/2019,1,23,13,16,41,2,9,19,30,22,30,,,,,,,2,18.7,,,
7/19/2019,1,23,13,16,41,2,9,19,31,22,31,,,,,,,2,18.9,,,
7/20/2019,1,23,13,16,41,2,9,19,32,22,32,,,,,,,2,19.1,,,
7/21/2019,1,23,13,16,41,2,9,19,33,22,33,,,,,,,2,19.3,,,
7/22/2019,1,23,13,16,41,2,9,19,34,22,34,,,,,,,2,19.5,,,
7/23/2019,1,23,13,16,41,2,9,19,35,22,35,,,,,,,2,19.6,,,
7/24/2019,1,23,13,16,41,2,9,19,36,22,36,0,,,,,,3,18.2,"<--copy added, note the drop in average",,
7/25/2019,1,23,13,16,41,2,9,19,37,22,37,1,,,,,,3,18.4,,,
7/26/2019,1,23,13,16,41,2,9,19,38,22,38,2,,,,,,3,18.7,,,
7/27/2019,1,23,13,16,41,2,9,19,39,22,39,3,,,,,,3,18.9,,,
7/28/2019,1,23,13,16,41,2,9,19,40,22,40,4,0,,,,,4,17.7,"<--copy added, note the drop in average",,
7/29/2019,1,23,13,16,41,2,9,19,41,22,41,5,1,,,,,4,18.0,,,
7/30/2019,1,23,13,16,41,2,9,19,42,22,42,6,2,,,,,4,18.3,,,
7/31/2019,1,23,13,16,41,2,9,19,43,22,43,7,3,,,,,4,18.6,,,
8/1/2019,1,23,13,16,41,2,9,19,44,22,44,8,4,,,,,4,18.9,,,
8/2/2019,1,23,13,16,41,2,9,19,45,22,45,9,5,,,,,4,19.2,,,
8/3/2019,1,23,13,16,41,2,9,19,46,22,46,10,6,,,,,4,19.5,,,
8/4/2019,1,23,13,16,41,2,9,19,47,22,47,11,7,,,,,4,19.8,,,
8/5/2019,1,23,13,16,41,2,9,19,48,22,48,12,8,,,,,4,20.2,,,
8/6/2019,1,23,13,16,41,2,9,19,49,22,49,13,9,,,,,4,20.5,,,
8/7/2019,1,23,13,16,41,2,9,19,50,22,50,14,10,,,,,4,20.8,,,
8/8/2019,1,23,13,16,41,2,9,19,51,22,51,15,11,,,,,4,21.1,,,
8/9/2019,1,23,13,16,41,2,9,19,52,22,52,16,12,,,,,4,21.4,,,
8/10/2019,1,23,13,16,41,2,9,19,53,22,53,17,13,,,,,4,21.7,,,
8/11/2019,1,23,13,16,41,2,9,19,54,22,54,18,14,,,,,4,22.0,,,
8/12/2019,1,23,13,16,41,2,9,19,55,22,55,19,15,,,,,4,22.3,,,
8/13/2019,1,23,13,16,41,2,9,19,56,22,56,20,16,,,,,4,22.6,,,
8/14/2019,1,23,13,16,41,2,9,19,57,22,57,21,17,,,,,4,22.9,,,
8/15/2019,1,23,13,16,41,2,9,19,58,22,58,22,18,,,,,4,23.2,,,
8/16/2019,1,23,13,16,41,2,9,19,59,22,59,23,19,,,,,4,23.5,,,
8/17/2019,1,23,13,16,41,2,9,19,60,22,60,24,20,,,,,4,23.8,,,
8/18/2019,1,23,13,16,41,2,9,19,61,22,61,25,21,,,,,4,24.2,,,
8/19/2019,1,23,13,16,41,2,9,19,62,22,62,26,22,,,,,4,24.5,,,
8/20/2019,1,23,13,16,41,2,9,19,63,22,63,27,23,,,,,4,24.8,,,
8/21/2019,1,23,13,16,41,2,9,19,64,22,64,28,24,0,,,,5,23.3,"<--copy added, note the drop in average",,
8/22/2019,1,23,13,16,41,2,9,19,65,22,65,29,25,1,,,,5,23.6,,,
8/23/2019,1,23,13,16,41,2,9,19,66,22,66,30,26,2,0,,,6,22.4,"<--copy added, note the drop in average",,
8/24/2019,1,23,13,16,41,2,9,19,67,22,67,31,27,3,1,,,6,22.8,,,
8/25/2019,1,23,13,16,41,2,9,19,68,22,68,32,28,4,2,,,6,23.2,,,
8/26/2019,1,23,13,16,41,2,9,19,69,22,69,33,29,5,3,,,6,23.6,,,
8/27/2019,1,23,13,16,41,2,9,19,70,22,70,34,30,6,4,,,6,24.0,,,
8/28/2019,1,23,13,16,41,2,9,19,71,22,71,35,31,7,5,,,6,24.4,,,
8/29/2019,1,23,13,16,41,2,9,19,72,22,72,36,32,8,6,,,6,24.8,,,
8/30/2019,1,23,13,16,41,2,9,19,73,22,73,37,33,9,7,,,6,25.2,,,
8/31/2019,1,23,13,16,41,2,9,19,74,22,74,38,34,10,8,,,6,25.6,,,
9/1/2019,1,23,13,16,41,2,9,19,75,22,75,39,35,11,9,,,6,26.0,,,
9/2/2019,1,23,13,16,41,2,9,19,76,22,76,40,36,12,10,,,6,26.4,,,
9/3/2019,1,23,13,16,41,2,9,19,77,22,77,41,37,13,11,,,6,26.8,,,
9/4/2019,1,23,13,16,41,2,9,19,78,22,78,42,38,14,12,0,,7,25.5,"<--copy added, note the drop in average",,
